ID	Variable_1	Variable_2	Variable_3	Variable_4	Variable_5	Variable_6	Variable_7	Variable_8	Variable_9	Variable_10	Variable_11	Variable_12	Variable_13	Variable_14	Variable_15	Variable_16
1	75.4461764625022	-53.2732971655436	5680.81477099187	1385.1958517064	5.57981790165363	892.672825794545	5.61502761041427	15.0836794854718	-8.43378403495316	100.133367946635	1.45416974966453	6.84215818012026	10.2611801381543	91.1173232164143	-2.83099184544758	5785.54812776394
2	39.9056403389839	93.1458008346847	11826.2791544319	490.541347133241	45.0385547450475	942.346434005213	1.8405338712269	10.7391085829192	41.1012253316532	-50.0869730787649	0.95065371864071	-0.19588116866296	12.3386067661307	63.4355839550711	0.0650394472085396	1230.27434210274
3	35.6412115173	119.839879998481	2797.5408940544	1758.38687410204	8.44793106318303	-786.861813598729	3.8640072247165	5.41227631482365	50.7796216645191	160.105824888383	2.94371837855188	-0.724892452310886	28.339576501275	66.0784465518685	-4.40329072729339	6475.83227352662
4	67.7943558300751	133.912406624976	13738.3422833634	1000.91318034403	75.6528249430298	626.5868218337	8.30526577603711	14.4973290779701	92.6157162271178	24.9482624036532	-3.10094589374281	2.84271346799871	4.70955607453254	58.2065872058001	1.43171368838002	629.237963469823
5	63.4289532249373	-9.41998675065764	9654.17274104228	-627.272601912008	-17.1222118933148	1044.99462312415	-4.40499271127626	-0.315567277154893	-3.11916215615317	153.758863567767	2.28070900307997	3.77453550062781	-14.2234947801359	103.577174078608	-1.53739982907448	-2538.6588967095
6	36.4560804678052	125.367318788016	12239.5187619034	1641.10539500746	21.729757955897	-781.809010549527	4.48235490254971	10.1210815060358	65.111732500235	-0.141376439290426	15.0357730238132	-1.38837011340673	10.0437403425479	70.9348705662637	4.28567135060335	5029.22350889422
7	100.293686000459	-0.448376175855337	16762.5186373467	373.899536339452	44.6432186328203	-114.452626796759	6.00236263625838	3.091646292972	41.9743132580749	133.941642903239	0.874948912750027	-0.973543979116525	-0.0479773215655328	53.5141854647257	6.17902812217442	4750.78959067474
8	40.0094821232398	125.14681474	2300.98501617151	345.740342805493	31.020837865755	44.1725012153541	2.31767429300006	3.45200519447658	47.1382013913428	214.729920282975	9.44516570620233	4.26302251273394	11.3245250231749	133.907174163046	12.8320716568153	4218.36064737881
9	61.9001709233729	89.9030344649626	-7876.66227127499	1760.89199777696	110.222720309111	-204.444529539748	3.66603504882194	10.8496403531016	35.4895361391422	84.9192534138386	-0.555815708481813	5.59608519251267	10.7170616049454	8.3673376085037	3.84731664095305	1222.1089389502
10	32.0479090511686	90.1014387413504	18356.4344852965	1756.78241358613	-10.0785271566849	430.802305462599	7.30698614154895	14.916337116613	25.3877741648879	46.4443349694327	3.94106518043309	-1.01250430561526	12.7719164261729	64.2454452365508	-0.457709050509818	2528.23468338483
11	39.5812909606673	96.0897376614798	7643.56142482906	-697.513815907324	85.0090242234464	689.465514501922	-4.23310712694601	5.0457036439148	120.32573796274	74.6567888589595	15.7152435392873	3.90506659578875	4.78973691360079	23.7568569638073	-6.39692631173183	5214.46542142627
12	32.8415235910404	-44.6468967676968	29072.5157656154	888.478992580169	48.4985830450396	197.093544786108	0.216203307438964	9.00468702206974	13.3052383035421	22.6797494448518	2.76412122611244	7.30997057480947	3.92692557533233	-11.5571773385053	3.3479096479538	5549.01600348808
13	8.36544029769154	63.3089234917688	11828.3265099746	769.578759372292	21.3731488852662	521.714934884814	6.70420664501471	11.8288059353883	4.75218504763206	79.1502254612005	0.0580297609202667	7.17999057899201	11.9216833079371	113.768838230807	-0.470476624210537	-467.86912264148
14	54.4217279763026	165.551348185562	3954.05912377043	713.558872193486	2.91588766247489	322.098203548333	11.31224347815	7.40677228889176	-20.4073541021938	-17.6611566163224	6.48181765270377	1.37797809104486	7.33972222009166	158.97306958572	-0.624651376153916	4007.05382983378
